date,title,text,匯銀主管
2018/12/18,人民幣存款退燒 餘額大減,"人民幣存款熱潮隨著人民幣匯價走跌，如海水退潮般快速衰退。中央銀行昨（17）日公布國銀人民幣存款概況，11月銀行人民幣存款餘額倒退，剩下人民幣3,017.92億元，月減人民幣66.88億元，連續兩個月衰退。

11月人民幣存款餘額不但是今年最低，也是2014年12月以來最低水平，寫下四年來最低水平。

中央銀行官員強調，人民幣存款餘額較上個月減少，主要原因是企業戶將定存解約，用作支付三角貿易貨款；另外，海外台商資金調度中心的國際金融業務分行（OBU）人民幣存款降至人民幣342.71億元，月減人民幣14.1億元，則是有企業解約定存，匯入中國大陸做股權投資。

央行官員強調，這些情況過去也曾發生，不過解約的定存金額的確比過往來得大，才會導致人民幣存款餘額減少。官員強調，個人的存款餘額變動並不大，11月人民幣存款餘額減少的主要原因來自企業戶。

但根據央行統計顯示，象徵國內廠商與散戶投資信心的外匯指定銀行（DBU），11月人民幣存款餘額為人民幣2,675.21億元，月減人民幣52.78億元。

匯銀主管指出，現階段中國大陸用人民幣匯價下跌，來抵銷中美貿易戰的衝擊，眼見中美貿易戰雖然暫時休戰，但卻沒有好消息傳出，市場投資人對人民幣信心也愈來愈薄弱。今年以來人民幣已經下跌逾5.6％，昨（17）日在人民幣對美元已經再觸碰到「6.9」字頭附近。

匯銀主管指出，人民幣跌跌不休，過去許多民眾逢低撿便宜，讓9月人民幣存款餘額連四個月上漲，但現在跌勢未止，接刀子的投資人終於開始放棄，人民幣存款餘額自10月開始連續兩個月減少。

根據央行統計，目前國內銀行的人民幣定存利率，1年期以渣打銀最高、為3.8％，6個月與9個月天期則為日盛銀最高、皆為3.6％，3個月天期為高雄銀最高、為3.5％，1個月天期為日盛銀的3.1%。
","匯銀主管指出，現階段中國大陸用人民幣匯價下跌，來抵銷中美貿易戰的衝擊，眼見中美貿易戰雖然暫時休戰，但卻沒有好消息傳出，市場投資人對人民幣信心也愈來愈薄弱。今年以來人民幣已經下跌逾5.6％，昨（17）日在人民幣對美元已經再觸碰到「6.9」字頭附近。

匯銀主管指出，人民幣跌跌不休，過去許多民眾逢低撿便宜，讓9月人民幣存款餘額連四個月上漲，但現在跌勢未止，接刀子的投資人終於開始放棄，人民幣存款餘額自10月開始連續兩個月減少。"
2018/12/12,台幣實質匯率指數衝高,"台北外匯市場發展基金會公布最新統計，11月新台幣實質有效匯率指數連兩漲至100.36，創下四年新高；匯銀主管分析，這代表新台幣匯率比主要貿易對手國貨幣更強，或是本國物價上漲，對我國出口報價競爭力頗為不利。

據統計，11月韓元兌美元勁升1.64%為最多，其次為星元，升值1.09%，人民幣升值0.43%，領先新台幣升幅0.38%。即使新台幣匯率升幅落後韓元等主要貿易對手國，新台幣身價還是節節高升，顯示關鍵在於「本國物價」上漲。

匯銀主管解釋，名目有效匯率指數是指新台幣對主要貿易對手國貨幣匯率指數的加權平均數，而實質有效匯率指數則是進一步納入各國物價變化。新台幣實質有效匯率上升，表示台灣出口價格競爭力減弱；反之，則表示增強。而實質有效匯率指數是央行執行外匯政策時，最重要的參考指標。

回顧昨日匯市交易，即使台股反彈，外資仍持續賣超並匯出資金，新台幣匯率昨日微幅貶值1.7分，收30.894元，連兩日貶值，跌至近半個月新低，總成交量為12.705億美元。

匯銀主管說，外資昨日匯出尚屬零星，不過，當匯價貶至30.9元附近時，吸引一票出口商進場拋匯，一度令新台幣匯率翻升。到了午後，數家外銀持續敲進美元買單，新台幣匯率再度由升翻貶，可說是一日數變。

展望後市，匯銀主管說，近期國際匯市變數頗多，除華為事件持續延燒外，美中貿易談判進展，以及下周聯準會將召開的FOMC會議，都是市場關注的重頭戲。
","匯銀主管分析，這代表新台幣匯率比主要貿易對手國貨幣更強，或是本國物價上漲，對我國出口報價競爭力頗為不利。匯銀主管解釋，名目有效匯率指數是指新台幣對主要貿易對手國貨幣匯率指數的加權平均數，而實質有效匯率指數則是進一步納入各國物價變化。新台幣實質有效匯率上升，表示台灣出口價格競爭力減弱；反之，則表示增強。而實質有效匯率指數是央行執行外匯政策時，最重要的參考指標。匯銀主管說，外資昨日匯出尚屬零星，不過，當匯價貶至30.9元附近時，吸引一票出口商進場拋匯，一度令新台幣匯率翻升。到了午後，數家外銀持續敲進美元買單，新台幣匯率再度由升翻貶，可說是一日數變。

展望後市，匯銀主管說，近期國際匯市變數頗多，除華為事件持續延燒外，美中貿易談判進展，以及下周聯準會將召開的FOMC會議，都是市場關注的重頭戲。
"
2018/12/7,台幣貶逾一周新低,"蘋概股營收不佳、加上華為財務長被捕等利空消息，衝擊台北股匯市持續挫跌，外資賣超逾200億元，估計匯出約6億美元，新台幣匯率連兩貶，終場貶值5.1分，收30.857元，為逾一周新低。

中央銀行總裁楊金龍昨（6）日在立法院表示，美國2年期公債與10年期公債的利差逐漸縮小、接近「零」，市場解讀，美國明年升息速度將減緩。楊金龍還說，依照歷史經驗，美國殖利率曲線若出現「倒掛」現象，經濟容易轉為衰退，機率高達70%。

台股昨日遭外資大幅賣超，重挫232.02點，終場跌破9,700點、收在9,684.72點，主要是蘋概股營收不佳、華為財務長被捕等消息衝擊。

國際利空頻傳，外資連三日賣超台股，累計賣超金額達335億元，在外匯市場上也湧現一波外資匯出潮。

回顧昨日台北匯市交易情況，匯銀主管指出，外資大舉匯出，使新台幣匯率賣壓沉重，但眼見新台幣匯率貶破30.8元，場外出口商隨即一湧而上、瘋狂拋匯，新台幣貶值金額縮至5.1分，總成交量達15.77億美元。

大型國銀交易室主管指出，美中貿易關係不確定性高，股匯市跟隨消息面劇烈震盪，估計短期內仍將維持30.6~30.9元區間震盪。

資深匯銀主管分析，12月以來，外資匯出力道大於匯入，主要是受到美國公債殖利率出現倒掛、經濟有衰退疑慮的影響。

【記者邱金蘭╱台北報導】台股大跌200多點，金管會主委顧立雄昨（6）日信心喊話，美中貿易關係變化，投資人難免不安，但股市最後還是會回到基本面。
","匯銀主管指出，外資大舉匯出，使新台幣匯率賣壓沉重，但眼見新台幣匯率貶破30.8元，場外出口商隨即一湧而上、瘋狂拋匯，新台幣貶值金額縮至5.1分，總成交量達15.77億美元。

大型國銀交易室主管指出，美中貿易關係不確定性高，股匯市跟隨消息面劇烈震盪，估計短期內仍將維持30.6~30.9元區間震盪。

資深匯銀主管分析，12月以來，外資匯出力道大於匯入，主要是受到美國公債殖利率出現倒掛、經濟有衰退疑慮的影響。"
2018/12/6,股匯雙殺 樂觀氣氛不見了,"美股重挫，拖累亞洲股匯市全面下跌，台北股匯市昨（5）日慘遭「雙殺」，加權指數跌166點，失守萬點大關，外資「連二賣」，外資昨日賣超台股後一併匯出資金，估計逾3億美元；新台幣匯率終場重貶1.01角，收30.806元，為近一周新低，總成交量擴增至14.02億美元。

外匯交易員指出，外資昨日賣超台股91億元，外資匯出金額估計超過3億美元。對於新台幣匯率昨日重貶逾1角，央行外匯局長顏輝煌表示，主要是受前一日美股大跌影響，新台幣跟隨國際盤反應，但「其他國家貶得更多」。統計韓元昨日貶值0.79%，人民幣貶值0.38%，新台幣匯率貶幅0.33%，還不到韓元一半，仍相對穩定。

三大法人昨天同站賣方，外資連二賣並擴大賣超至91億元，累計連二賣超128億元；外資台指期則是淨多單小增62口，仍有3.5萬口；八大公股行庫昨天進場連二買、單日再度買超13億元。 法人認為，公股行庫近期與外資對作，主因策略是「政策護盤、支撐指數」，趁外資年終調節持股之際，逢低加碼。

匯銀主管指出，美中貿易戰休兵消息，一度讓全球股匯市大舉反彈，但樂觀情緒與市場利多僅維持一天，美國總統川普4日在推特發文自封為「關稅人」(Tariff Man)，揚言若兩國後續談判沒結果，將對中國運進美國的貨品加徵高額關稅，再度打擊投資人信心。

美中貿易紛擾再起，加上美國公債殖利率出現「倒掛」現象，歷史經驗顯示此為經濟衰退前兆，美股重挫近800點，拖累昨日亞洲股匯市下跌，台股昨天跳空跌破萬點，電子權值股成為空方倒貨重心，加權指數終場跌166點收9,916點，成交量1,155億元，重返萬點僅二天再度得而復失。

日盛投顧總經理李秀利指出，全球股市動盪，外資操作保守，內資仍是撐盤主力，目前低接買盤以八大公股行庫為首，加上壽險、四大基金卡位年終行情，及中實戶當沖中小型股與融券空單回補等。",匯銀主管指出，美中貿易戰休兵消息，一度讓全球股匯市大舉反彈，但樂觀情緒與市場利多僅維持一天，美國總統川普4日在推特發文自封為「關稅人」(Tariff Man)，揚言若兩國後續談判沒結果，將對中國運進美國的貨品加徵高額關稅，再度打擊投資人信心。
2018/12/4,熱錢湧入 台幣強升,"美中貿易爭端暫停，台股昨（3）日大漲收復萬點大關之餘，新台幣匯率也跟隨主要亞幣強勁升值，盤中一度升逾1角，後因進口商進場買美元，升值金額縮至9.8分，收30.752元，創近一個月新高，總成交量為11.04億美元。

外匯交易員指出，大陸國家主席習近平與美國總統川普在G20峰會後達成停火90天協議，讓全球金融市場暫時鬆了一口氣，亞洲股匯市同步歡慶走揚。跟隨國際潮流，外資昨日買超台股後持續湧入，估計一天匯入約3億美元，激勵新台幣匯率盤中升值逾1角。

不過，新台幣匯率升破30.8元技術關卡後，吸引不少進口商進場搶買便宜美元，收盤時升值金額縮至1角內。

「匯市已經悶了好久，終於有點波動」，資深匯銀主管說。只是美中貿易戰暫時休兵，但並不代表爭議已落幕，兩國在未來90天將進入實質談判，這代表新台幣等亞洲貨幣仍將隨消息面波動，而外資流向非常關鍵，估計短期內，新台幣匯率將在30.6至31元波動。

「如果貿易談判持續樂觀、人民幣也繼續走強，新台幣匯率或許有機會挑戰30.5元」，匯銀主管說，不過須具備的大前提是，美中兩國貿易爭端持續樂觀，外資也積極重返台北股匯市。","深匯銀主管說。只是美中貿易戰暫時休兵，但並不代表爭議已落幕，兩國在未來90天將進入實質談判，這代表新台幣等亞洲貨幣仍將隨消息面波動，而外資流向非常關鍵，估計短期內，新台幣匯率將在30.6至31元波動。

「如果貿易談判持續樂觀、人民幣也繼續走強，新台幣匯率或許有機會挑戰30.5元」，匯銀主管說，不過須具備的大前提是，美中兩國貿易爭端持續樂觀，外資也積極重返台北股匯市。"
2018/12/3,新台幣看升 叩關30.8元,"美國總統川普與中國大陸國家主席習近平在阿根廷會晤，雙方同意不讓貿易戰升級，以時間換取談判空間。

資深匯銀主管指出，若美中貿易爭端能順利達成共識，進而令人民幣匯率反彈，新台幣匯率也有機會跟進升值、並闖破30.8元技術關卡，但還是要密切關注後續發展。

美聯準會利率政策風向轉「鴿」，激勵新台幣等亞洲貨幣升值，新台幣兌美元匯率上周五（11月30日）盤中一度升破30.8元，不過匯價逢高，反而吸引大量進口商進場買匯，使新台幣匯率由升轉貶，終場貶值1分，收30.85元，總成交量14.17億美元。

匯銀主管說，若人民幣匯率受到激勵強勁升值，新台幣匯率就有機會升破30.8元，震盪區間也將同步上修至30.5~30.8元。

央行資料顯示，與去年底封關價29.848元相比，今年以來新台幣匯率累計貶值1.002元，貶幅3.25%。人民幣今年以來重挫6.22%，為主要亞幣之冠，韓元也貶值4.52%，星元則貶值2.44%，新台幣匯率算是相對抗跌。

匯銀主管說，20國集團（G20）峰會上，川普與習近平的會晤引起市場關注，若雙方能取得共識，讓貿易戰休兵，將為亞洲貨幣走勢注入強心劑。

但國銀資深匯銀主管也說，本月國際變數眾多，恐使國內外匯市波動加劇，除「川習會」外，12月11日英國國會表決脫歐議案、美國聯邦公開市場理事會（FOMC）及台灣央行理監事會議的利率決策，均為新台幣匯率走勢增添不確定性。","資深匯銀主管指出，若美中貿易爭端能順利達成共識，進而令人民幣匯率反彈，新台幣匯率也有機會跟進升值、並闖破30.8元技術關卡，但還是要密切關注後續發展。匯銀主管說，若人民幣匯率受到激勵強勁升值，新台幣匯率就有機會升破30.8元，震盪區間也將同步上修至30.5~30.8元。匯銀主管說，20國集團（G20）峰會上，川普與習近平的會晤引起市場關注，若雙方能取得共識，讓貿易戰休兵，將為亞洲貨幣走勢注入強心劑。

但國銀資深匯銀主管也說，本月國際變數眾多，恐使國內外匯市波動加劇，除「川習會」外，12月11日英國國會表決脫歐議案、美國聯邦公開市場理事會（FOMC）及台灣央行理監事會議的利率決策，均為新台幣匯率走勢增添不確定性。
"
2018/12/2,美中交鋒 牽動亞幣,"美國聯準會利率政策風向轉「鴿」，國際美元疲軟，新台幣兌美元匯率上周五（30日）盤中一度升破30.8元，不過匯價逢高，吸引大量進口商進場買匯，使新台幣匯率由升轉貶，終場貶值1分，收30.85元，總成交量14.17億美元。累計上周升值5.2分，升幅0.17%。

匯銀主管指出，G20峰會期間，美中貿易問題能否取得共識，成為關注焦點，並牽動亞幣走勢。
",匯銀主管指出，G20峰會期間，美中貿易問題能否取得共識，成為關注焦點，並牽動亞幣走勢。
2018/12/1,台幣走勢 四變數干擾,"國銀匯銀主管表示，12月國際變數眾多，恐使匯市波動加劇；包括G20期間的「川習會」能否針對美中貿易問題產生共識、英國國會表決脫歐議案、美國聯邦公開市場理事會（FOMC）以及台灣央行理監事會議的利率決策，四大變數均為新台幣匯率走勢增添不確定性。

受到美國聯準會利率政策風向轉「鴿」影響，國際美元疲軟，激勵新台幣等亞洲貨幣升值，新台幣兌美元匯率昨（30）日盤中一度升破30.8元，不過匯價逢高，吸引大量進口商進場買匯，使新台幣由升轉貶，終場貶值1分，收30.85元。",匯銀主管表示，12月國際變數眾多，恐使匯市波動加劇；包括G20期間的「川習會」能否針對美中貿易問題產生共識、英國國會表決脫歐議案、美國聯邦公開市場理事會（FOMC）以及台灣央行理監事會議的利率決策，四大變數均為新台幣匯率走勢增添不確定性。
2018/11/27,高雄概念股 謝票行情燒,"昨（26）日選後第一個交易日，上演股匯雙漲的謝票行情，終場台股大漲98點、收9,765點，美中不足的是，集中市場量能不到千億；盤面上，則以「高雄概念股」躍居交投亮點。法人指出，儘管市場焦點仍在月底的G20川習會，但多頭氣勢短線轉強，預期本周指數仍有向上攀高的空間。

加權指數昨日早盤一度開高大漲180點、衝到9,847點，可惜9,800點以上出現調節賣壓，加上陸港股市翻黑，使得台股漲幅收斂，終場月線9,798點得而復失，成交量能也僅911億元，是今年來第四低量。匯市方面，終場微幅升值1.6分，收在30.886元，總成交量7.67億美元，僅平日的七、八成水準。

針對選後謝票行情，第一金投顧董事長陳奕光指出，選前量縮價跌，選後量縮價漲，且外資期現貨做多，因此預期29日摩台期也將偏多結算，台股仍是反彈格局。至於成交量偏低，則與月底的川習會有關，因此26日市場仍較為觀望保守；至於指數會拉高，則是受到上周五融券張數仍高達62萬張，出現軋空行情的影響。

陳奕光認為，對於選後概念股「高興一兩天就好」，因為畢竟不管資產、觀光、營建、鋼鐵、石化、安控等，這些都是長線概念。股市領先政策，政策領先經濟，股市已經先反應了，投資人此刻不宜搶短或再去追價；如果個股已經爆量，更要適時減碼。

匯銀主管則指出，昨日受到台股上漲激勵，外資零星匯入，使新台幣匯率由貶翻升，但因國際匯市變數眾多，匯市交易量仍舊冷颼颼，升值金額不到2分，總成交量萎縮至7.67億美元，只有基本量10億美元的七、八成水準。

展望後市，匯銀主管說，接下來有幾件國際大事值得關注，如：即將於阿根廷登場的G20峰會上，美中貿易關係能否改善，英國脫歐草案協議與義大利預算案進展，還有美國聯準會（Fed）主席鮑爾本周將發表談話，市場將從中推敲聯準會的升息步伐。

在這些國際政經變數尚未塵埃落定前，預料新台幣匯率仍將維持30.8至31元區間震盪。","匯銀主管則指出，昨日受到台股上漲激勵，外資零星匯入，使新台幣匯率由貶翻升，但因國際匯市變數眾多，匯市交易量仍舊冷颼颼，升值金額不到2分，總成交量萎縮至7.67億美元，只有基本量10億美元的七、八成水準。

展望後市，匯銀主管說，接下來有幾件國際大事值得關注，如：即將於阿根廷登場的G20峰會上，美中貿易關係能否改善，英國脫歐草案協議與義大利預算案進展，還有美國聯準會（Fed）主席鮑爾本周將發表談話，市場將從中推敲聯準會的升息步伐。"
2018/11/24,匯市清淡 後市盯四變數,"適逢美國感恩節假期，外資放大假，台北匯市昨（23）日觀望氣氛濃厚，終場以30.902作收，微貶0.8分，總成交量7.6億美元，僅平日八成水準。累計本周新台幣匯率貶值1.4分，貶幅0.05%。

資深匯銀主管指出，國際匯市面臨四大變數，包括周日歐盟峰會決定是否通過脫歐草案，G20期間「川習會」後美中貿易關係變化，義大利預算案及英國國會表決脫歐議案，加上台灣今日將舉行地方選舉，市場靜候消息、退場觀望，台北匯市平靜無波。匯銀主管預估，新台幣匯率下周將位於30.8~31元區間震盪。

對於今天登場的地方選舉，匯銀主管指出，理論上地方選舉結果只會對地方政策造成影響，不至於影響國家政策或金融市場行情，「除非選舉結果衝擊股市表現，才會間接影響到匯市」，否則新台幣匯率主要還是受國際匯市牽動，目前陷入觀望，除適逢美國感恩節假期，還有國際匯市面臨四大不確定因素影響。","資深匯銀主管指出，國際匯市面臨四大變數，包括周日歐盟峰會決定是否通過脫歐草案，G20期間「川習會」後美中貿易關係變化，義大利預算案及英國國會表決脫歐議案，加上台灣今日將舉行地方選舉，市場靜候消息、退場觀望，台北匯市平靜無波。匯銀主管預估，新台幣匯率下周將位於30.8~31元區間震盪。

對於今天登場的地方選舉，匯銀主管指出，理論上地方選舉結果只會對地方政策造成影響，不至於影響國家政策或金融市場行情，「除非選舉結果衝擊股市表現，才會間接影響到匯市」，否則新台幣匯率主要還是受國際匯市牽動，目前陷入觀望，除適逢美國感恩節假期，還有國際匯市面臨四大不確定因素影響。
"
2018/11/22,10月台幣實質匯率 今年新高,"BIS（國際清算銀行）公布最新統計，10月新台幣實質有效匯率指數升抵106.95，創今年新高，顯示10月新台幣較貿易對手國貨幣更為強勢。

但即使如此，新台幣匯率指數仍連64個月、近五年半低於韓元的114.53，我國出口廠商仍具國際報價競爭優勢。

受到美股大跌衝擊，台股昨（21）日盤中一度重挫，新台幣匯率也朝向31元大關靠攏；不過隨後台股跌幅縮減，加上韓元由黑翻紅，新台幣匯率貶幅收斂，終場以平盤價30.908元作收，總成交量10.66億美元。

BIS（國際清算銀行）每月公布各國最新匯率指數，10月新台幣實質有效匯率指數增至106.95，創下今年新高，相較於匯價相對持堅的新台幣，主要貿易對手國韓元實質匯率指數進一步下滑至114.53，兩國的差距由9月的8.69，縮減至10月的7.58。

匯銀主管分析，10月新台幣實質有效匯率指數上漲，主要是貶值幅度落後於主要貿易對手國所致，「貶得比別人少，就代表新台幣比其他亞幣更為強勢」。

據統計，10月新台幣對美元匯率貶值1.35%，僅主要貿易對手國韓元貶幅2.66%的一半；而人民幣、星元10月分別貶值1.32%、1.31%，與新台幣均相去不遠，據避險功能的日圓則是升值0.2%。

BIS資料顯示，自2013年7月以來，新台幣有效匯率指數均低於韓元，央行常藉此說明，台灣出口產業競爭力領先南韓。

名目有效匯率指數是指新台幣對主要貿易對手國貨幣匯率指數的加權平均數，名目匯率指數上升，表示新台幣對主要貿易對手國貨幣升值。

反之，則表示貶值。實質有效匯率指數則是進一步納入各國物價變化，實質匯率指數上漲表示出口價格競爭力減弱；反之，則表示增強。",匯銀主管分析，10月新台幣實質有效匯率指數上漲，主要是貶值幅度落後於主要貿易對手國所致，「貶得比別人少，就代表新台幣比其他亞幣更為強勢」。
2018/11/11,台幣本周30.6~31元震盪,"台北股匯市上周五（9日）雙雙重挫，外資態度丕變、反手匯出，新台幣匯率收盤重挫1.1角，收30.812元，終止連兩升並跌至逾一周新低，總成交量11.23億美元。

匯銀主管指出，新台幣匯率上周累計貶0.24%，預料本周震盪區間將進一步下修至30.6~31元。",匯銀主管指出，新台幣匯率上周累計貶0.24%，預料本周震盪區間將進一步下修至30.6~31元。
2018/11/10,外資匯出 台幣重挫1.1角,"受到聯準會展現「鷹」派氣勢影響，台北股匯市昨（9）日雙雙重挫，外資態度丕變、反手匯出，新台幣匯率收盤重挫1.1角，收30.812元，終止連兩升並跌至逾一周新低，總成交量11.23億美元。

新台幣匯率本周歷經上沖下洗，累計貶值7.4分，貶幅為0.24%。

受到美國聯準會重申鷹派貨幣政策基調、12月很可能繼續升息的消息影響，國際美元強彈，非美貨幣全盤皆墨。亞洲股市因外資出走普遍走弱，台股昨日重挫逾百點，外資也賣超近70億元，終止連兩日買超。

匯銀主管指出，外資昨天不只賣超台股，也同步匯出資金，再加上金融業海外投資匯出款的美元買盤進場，令新台幣匯率加速貶值，收盤貶破30.8元，讓市場大感意外。預料下周震盪區間將進一步下修至30.6~31元。

外匯交易員表示，美國聯準會（Fed）結束最新貨幣政策會議後表示，美國經濟成長力道持續增強，重申預期將「進一步逐漸調升」基準利率，消息一出，美股應聲下跌，亞股也跟進收黑。",匯銀主管指出，外資昨天不只賣超台股，也同步匯出資金，再加上金融業海外投資匯出款的美元買盤進場，令新台幣匯率加速貶值，收盤貶破30.8元，讓市場大感意外。預料下周震盪區間將進一步下修至30.6~31元。
2018/11/6,豬羊變色 台幣終止連五升,"台北匯市昨（5）日先升後貶，早盤因外資淨匯入近3億美元，盤中一度升破30.7元價位，但午盤過後，進口商與具海外投資需求的金融業聯手進場買匯，使匯市豬羊變色、新台幣匯率終場翻貶3.3分，以30.771元作收，終止連五升，總成交量14.68億美元。

據證交所資料顯示，外資昨日小幅買超台股逾4億元，連六日買超台股逾200億元，不過，台股昨日仍收小黑，對照在匯市呈淨匯入情況，外資股匯操作明顯不同調，匯入資金可能暫泊帳戶，等候進場時機。

匯銀主管分析，上周五美國公布的就業數據表現強勁，市場研判，美國12月升息機率很高，國際美元維持強勢、主要亞洲貨幣多數對美元貶值。匯銀主管預估，短期內，新台幣匯率震盪區間預估為30.6~30.8元。

匯市昨日走勢多變，早盤外資積極匯入，推升新台幣匯率，但午後市場湧進一波買匯潮，其中包括進口商與金融業者。

美國勞工部2日公布，美國10月非農就業人口大增25萬人，高於市場預期的20萬人；失業率持平在3.7%，符合預期；平均時薪年比增幅達3.1%，為2009年4月來最大。美國就業數據報佳音，給了美國加速升息的條件，影響所及，國際美元上漲、非美貨幣走勢疲軟。

另外，牽動亞洲貨幣走勢的人民幣走勢，昨日再度重挫368個基點，終場貶破6.92價位，收在6.9265。匯銀主管指出，短期內新台幣匯率後市，深受外資動向、台股表現與亞洲貨幣走勢等三變數牽動。",匯銀主管分析，上周五美國公布的就業數據表現強勁，市場研判，美國12月升息機率很高，國際美元維持強勢、主要亞洲貨幣多數對美元貶值。匯銀主管預估，短期內，新台幣匯率震盪區間預估為30.6~30.8元。匯銀主管指出，短期內新台幣匯率後市，深受外資動向、台股表現與亞洲貨幣走勢等三變數牽動。
2018/11/4,台幣匯率回升 想買美元可下手,"台幣匯率十月下旬貶破卅一元大關後，近期因外資轉趨匯入、美中貿易爭端可望緩解而翻升，上周五收在卅點七三八元，創一個月新高；匯銀主管指出，原本市場預期台幣匯率很可能維持「卅一」字頭，沒想到還有機會漲回來，不少散戶紛紛透過網銀加碼美元，投資美元高利定存，期待能利差、匯差兩頭賺。

儘管看在投資專家眼中，台幣匯率「二」字頭是最適合買進的時點，但長線來看，台幣匯率震盪區間為廿八至卅五元，中間價為卅一點五元；也就是長期而言，台幣匯率只要在卅一點五元以上，都是可以買的價位，一旦貶破卅一點五元，買進的賠率相對較高。

匯銀主管說，除投資需求外，不少人具有出國、出差、留學或遊學的實質需求，「不管美元漲到多少錢、多貴都要買」，且這些民眾很可能沒辦法一次買很多，只能少量分批布局。
",匯銀主管指出，原本市場預期台幣匯率很可能維持「卅一」字頭，沒想到還有機會漲回來，不少散戶紛紛透過網銀加碼美元，投資美元高利定存，期待能利差、匯差兩頭賺。匯銀主管說，除投資需求外，不少人具有出國、出差、留學或遊學的實質需求，「不管美元漲到多少錢、多貴都要買」，且這些民眾很可能沒辦法一次買很多，只能少量分批布局。
2018/11/4,台幣本周震盪偏升,"美國總統川普推文，透露美中貿易爭端問題露出曙光，激勵亞洲貨幣身價齊漲，新台幣匯率上周五（2日）爆量勁升1.88角，收在30.738元，為近一個月新高，總成交量擴大至17.36億美元，為三周最大。統計新台幣匯率上周累計升值2.68角，升幅0.87%。

主要亞幣連袂升值，使台北匯市上周五爆量勁升。匯銀主管指出，外資上周五大舉匯入「卡位」，接下來很有機會進入股市，預期本周新台幣匯率將維持偏升震盪格局。",匯銀主管指出，外資上周五大舉匯入「卡位」，接下來很有機會進入股市，預期本周新台幣匯率將維持偏升震盪格局。
2018/11/3,台幣勁升 匯銀：有轉向的味道,"中美貿易衝突和緩，國際美元應聲走弱，外資重回新興市場，亞洲主要股匯市齊漲。在外資大舉匯入下，昨天新台幣放量大升，盤中升幅達二點八角，匯銀主管說，「轉向的味道出來了」，預期下周新台幣呈區間偏升的走勢。

昨天終場新台幣兌美元匯率以卅點七三八元兌一美元作收，創一個月新高價，強勢升值一點八八角，為近一個月以來單日最大升幅，台北與元太兩大外匯經紀公司總成交量增至十七點三六億美元。累計本周新台幣共升值二點六八角，升幅百分之_點八七，終止連四黑。

上周新台幣跟著台股跌，一度貶破卅一元大關，本周台股及新台幣則攜手由黑翻紅。「一通電話影響重大，」匯銀主管笑說，美國總統川普與大陸國家主席習近平熱線討論美中貿易問題，市場認為貿易戰可望緩解，外資立即反應，重回新興亞洲，激勵新台幣在內的新興亞幣全面翻揚。

匯銀主管表示，人民幣可說是此次中美貿易戰「重災區」，但昨天連人民幣也大漲，漲幅僅次於韓元，顯然市場對中美貿易戰的後續「高度樂觀」。隨著美國期中選舉愈來愈接近，選後市場的變化仍是一大變數，未來新台幣走勢，還是要看外資的動向。

匯銀主管分析，即使新台幣有轉強趨勢，但中美利差仍大，美元逢低會有基本盤出來承接，多少會抑制新台幣的升勢。中美貿易戰的後續變化，以及美國最新公布經濟數據，也會左右美元走勢及外資動向。因此，預期下周新台幣走勢是區間偏升。

根據匯銀統計，主要亞幣昨日日圓因先前避險資金流出小貶外，其他幣別全面大幅上揚，領漲的韓元及人民幣各勁升百分之一點四七及_點八七。本周亞幣最強仍是韓元，強漲百分之一點八一；其次是跌深反彈的印尼盾，勁揚百分之一點四七。","匯銀主管說，「轉向的味道出來了」，預期下周新台幣呈區間偏升的走勢。匯銀主管笑說，美國總統川普與大陸國家主席習近平熱線討論美中貿易問題，市場認為貿易戰可望緩解，外資立即反應，重回新興亞洲，激勵新台幣在內的新興亞幣全面翻揚。匯銀主管表示，人民幣可說是此次中美貿易戰「重災區」，但昨天連人民幣也大漲，漲幅僅次於韓元，顯然市場對中美貿易戰的後續「高度樂觀」。隨著美國期中選舉愈來愈接近，選後市場的變化仍是一大變數，未來新台幣走勢，還是要看外資的動向。匯銀主管分析，即使新台幣有轉強趨勢，但中美利差仍大，美元逢低會有基本盤出來承接，多少會抑制新台幣的升勢。中美貿易戰的後續變化，以及美國最新公布經濟數據，也會左右美元走勢及外資動向。因此，預期下周新台幣走勢是區間偏升。
"
